timestamp,cpu_percent,memory_percent,disk_read_mbps,disk_write_mbps,network_in_mbps,network_out_mbps,requests_per_second,error_rate,p99_latency_ms,is_anomaly
2024-01-15T00:10:20Z,38.2063,53.4927,13.3667,9.3015,38.9148,10.4932,126.8185,0.010472,70.5733,0
2024-01-15T00:10:30Z,47.7349,55.7115,13.6044,9.6311,40.5038,9.2861,124.8811,0.013725,77.5387,0
2024-01-15T00:10:40Z,37.5489,56.4225,11.0698,8.1360,38.2158,10.4143,132.8693,0.000000,89.7458,0
2024-01-15T00:10:50Z,38.1075,52.2165,17.0307,5.4558,30.6319,7.2066,138.7132,0.008047,99.1118,0
2024-01-15T00:11:00Z,34.5984,55.2777,16.3287,7.7732,40.8964,7.8087,123.4601,0.012049,81.2096,0
2024-01-15T00:11:10Z,42.5410,51.8803,17.4941,7.4939,40.3873,11.4200,131.8160,0.011221,75.5494,0
2024-01-15T00:11:20Z,35.4275,61.0295,10.4239,6.0696,41.2721,13.4025,124.8498,0.291318,79.1852,1
2024-01-15T00:11:30Z,39.0103,58.7937,8.9598,5.9131,43.3566,10.9850,133.5811,0.009132,98.5105,0
2024-01-15T00:11:40Z,27.7077,52.1258,14.6040,5.2916,45.6925,12.3500,114.9818,0.001177,77.3774,0
2024-01-15T00:11:50Z,35.7574,57.4797,11.4580,8.1021,35.0516,8.7813,122.8443,0.007005,130.2523,0
2024-01-15T00:12:00Z,41.4863,48.5113,11.9808,8.3838,38.3762,13.2720,129.6606,0.014362,57.8979,0
2024-01-15T00:12:10Z,36.5364,55.8500,14.1814,201.6931,43.2065,15.8529,135.7003,0.016169,58.9845,1
2024-01-15T00:12:20Z,42.0420,57.0182,12.4710,6.3634,37.5664,12.3479,123.7362,0.012635,72.6771,0
2024-01-15T00:12:30Z,46.3833,59.9789,15.7632,8.9592,28.0154,11.8146,125.9012,0.007012,85.8479,0
2024-01-15T00:12:40Z,45.5506,60.5853,13.9602,7.0742,46.0602,10.9765,121.5538,0.005020,63.1441,0
2024-01-15T00:12:50Z,37.0195,57.0388,16.5389,5.3125,32.2538,12.7466,127.3548,0.011394,50.8511,0
2024-01-15T00:13:00Z,37.3429,53.5511,19.8271,8.0519,45.5039,8.6308,113.8008,0.001549,63.7007,0
2024-01-15T00:13:10Z,38.3320,56.0972,12.0900,11.6830,33.3875,14.2001,123.7033,0.002700,99.8104,0
2024-01-15T00:13:20Z,34.1029,58.9608,17.5152,6.9859,54.1480,11.6131,121.3343,0.007655,87.6034,0
2024-01-15T00:13:30Z,35.9023,55.2032,16.2007,8.5154,36.9678,12.4463,123.7714,0.016244,103.8850,0
2024-01-15T00:13:40Z,44.2646,58.2644,14.6049,10.7821,37.3823,12.7372,117.6698,0.016596,43.5859,0
2024-01-15T00:13:50Z,33.9050,58.5433,12.7447,5.3190,37.1734,12.4353,139.9437,0.009164,90.4813,0
2024-01-15T00:14:00Z,44.8998,55.2276,14.6055,7.1178,43.3859,14.1896,133.5935,0.010801,93.2637,0
2024-01-15T00:14:10Z,38.1713,56.0393,18.0899,7.4764,35.4149,13.8661,137.1635,0.004392,95.3006,0
2024-01-15T00:14:20Z,33.4128,54.8492,12.8449,6.3091,31.4526,6.4343,116.9595,0.010892,74.3739,0
2024-01-15T00:14:30Z,36.0153,58.4703,14.8039,10.9755,37.1053,9.5484,127.3303,0.019797,79.8843,0
2024-01-15T00:14:40Z,33.1340,57.8782,13.6781,10.9725,54.9183,12.7761,124.1046,0.010388,97.2267,0
2024-01-15T00:14:50Z,30.1092,60.1689,12.3582,10.1482,25.0097,12.3494,118.0364,0.011127,70.0098,0
2024-01-15T00:15:00Z,36.6020,61.0168,15.4967,4.9955,42.3616,13.0274,123.2580,0.008982,80.9387,0
2024-01-15T00:15:10Z,35.3888,60.4521,19.8348,7.0391,47.3460,13.6041,142.0308,0.013405,69.9699,0
2024-01-15T00:15:20Z,36.2484,57.7837,21.1815,5.5295,46.5510,11.4894,137.7441,0.003433,74.1818,0
2024-01-15T00:15:30Z,37.0806,56.7014,19.4532,7.0794,32.8393,14.1675,114.8813,0.014224,88.0762,0
2024-01-15T00:15:40Z,40.1280,58.0407,14.9855,6.4405,31.6301,14.9096,115.1027,0.015416,59.4803,0
2024-01-15T00:15:50Z,80.5740,54.0973,18.6326,6.2963,30.9056,7.4548,128.9823,0.008526,73.9762,1
2024-01-15T00:16:00Z,34.4853,56.1092,16.2302,7.2974,28.5816,13.2837,124.5395,0.000000,58.4202,0
2024-01-15T00:16:10Z,40.7681,54.8785,15.6982,5.9563,40.5480,12.7382,124.8650,0.006282,91.7993,0
2024-01-15T00:16:20Z,38.1873,54.9861,13.5207,5.6940,47.4676,11.6076,120.4924,0.011937,100.9535,0
2024-01-15T00:16:30Z,43.5379,53.8393,11.3313,149.0909,39.0472,12.5136,118.4815,0.014533,93.7567,1
2024-01-15T00:16:40Z,38.9595,62.0084,14.1968,8.9952,40.4889,11.8677,129.3331,0.007828,87.8009,0
2024-01-15T00:16:50Z,39.6034,55.7372,14.4186,11.5180,41.3177,12.2010,134.6909,0.010752,84.3743,0
2024-01-15T00:17:00Z,28.6898,55.3016,9.8528,8.5160,36.1688,11.8802,101.8193,0.009709,105.2622,0
2024-01-15T00:17:10Z,39.2238,52.8320,14.5538,8.6905,39.3648,8.9862,127.3212,0.007731,63.9710,0
2024-01-15T00:17:20Z,38.7264,56.6820,14.1404,7.5362,38.2267,16.1958,117.5817,0.008673,98.4365,0
2024-01-15T00:17:30Z,36.6996,55.0631,14.1567,6.8319,25.0532,9.0054,112.1960,0.009366,69.7370,0
2024-01-15T00:17:40Z,74.8688,58.8598,12.0204,8.5975,46.9777,13.7803,121.2369,0.005831,99.5064,1
2024-01-15T00:17:50Z,46.2121,60.2043,17.8029,8.9650,30.5589,8.7021,119.5801,0.008775,86.7202,0
2024-01-15T00:18:00Z,32.7370,51.8700,18.2395,5.6442,50.6230,11.1985,118.4471,0.015273,85.0887,0
2024-01-15T00:18:10Z,44.0920,60.6953,18.6447,5.7163,50.0312,7.1359,118.1886,0.017626,46.4067,0
2024-01-15T00:18:20Z,31.5745,86.8762,21.8080,8.7555,43.0219,9.9221,132.9877,0.017055,75.0490,1
2024-01-15T00:18:30Z,41.2631,54.8621,15.9688,7.6657,38.5178,11.9490,119.4923,0.006002,86.6110,0
2024-01-15T00:18:40Z,35.4967,51.1070,13.8481,7.6527,44.4287,12.5699,115.4566,0.004950,76.9419,0
2024-01-15T00:18:50Z,44.3450,53.9919,15.8535,8.0305,36.0691,9.7852,130.0455,0.007492,64.3976,0
2024-01-15T00:19:00Z,41.8822,57.0891,14.6976,7.8548,38.2503,13.9597,131.6235,0.012917,79.1191,0
2024-01-15T00:19:10Z,84.1315,57.5738,17.6204,7.3239,30.9736,14.7180,110.9950,0.018944,93.0565,1
2024-01-15T00:19:20Z,40.9312,57.4856,12.2424,8.8752,35.7883,10.0874,105.2104,0.017313,97.1731,0
2024-01-15T00:19:30Z,47.8338,55.2215,12.3588,7.1277,41.4656,9.2100,130.7763,0.018901,94.3852,0
2024-01-15T00:19:40Z,38.6865,61.4163,18.7690,9.3078,34.8441,11.6236,128.3823,0.005413,100.8610,0
2024-01-15T00:19:50Z,35.2924,58.1387,16.3887,8.5327,44.0860,12.0683,122.9627,0.016704,73.6449,0
2024-01-15T00:20:00Z,31.1184,54.7680,12.3990,4.2459,25.3755,5.1111,115.1610,0.021921,73.4813,0
2024-01-15T00:20:10Z,42.1213,52.6887,11.0669,6.4361,35.9514,14.9828,132.0330,0.014663,83.3682,0
2024-01-15T00:20:20Z,28.7569,49.8147,18.3973,9.4433,32.1148,14.6240,142.8040,0.007676,111.7608,0
2024-01-15T00:20:30Z,40.0241,57.8872,18.7850,2.9695,39.8271,6.7866,132.7297,0.017416,43.6323,0
2024-01-15T00:20:40Z,36.3932,55.6773,12.5774,2.0786,29.1497,11.3799,112.5326,0.018438,60.3236,0
2024-01-15T00:20:50Z,42.8771,60.3700,16.3686,7.0928,46.1671,9.2287,123.7408,0.009878,109.2966,0
2024-01-15T00:21:00Z,35.0070,55.3425,18.8603,9.4466,45.9729,10.7083,119.1206,0.003881,96.2431,0
2024-01-15T00:21:10Z,42.9958,52.3666,13.4410,7.5049,43.6851,9.8756,104.1885,0.021033,79.4101,0
2024-01-15T00:21:20Z,34.4678,53.2560,17.5618,8.1965,46.9743,11.1714,128.0977,0.006752,88.7040,0
2024-01-15T00:21:30Z,37.3414,57.2524,11.5305,4.8253,36.7590,7.6430,125.0501,0.014948,65.4139,0
2024-01-15T00:21:40Z,39.1474,57.9782,13.5238,5.3784,50.4681,9.2468,136.7141,0.011290,72.4697,0
2024-01-15T00:21:50Z,24.4032,56.5057,9.7501,8.1484,45.8852,17.1327,123.8527,0.012704,74.4100,0
2024-01-15T00:22:00Z,32.5258,55.0532,15.6342,4.5552,31.6689,11.9429,131.1710,0.012841,1867.0575,1
2024-01-15T00:22:10Z,31.2055,55.1339,14.5310,10.2123,27.1345,10.8874,144.2870,0.008451,112.2350,0
2024-01-15T00:22:20Z,26.2575,59.2380,15.5744,10.1570,38.9106,12.5654,138.9367,0.011939,84.3200,0
2024-01-15T00:22:30Z,53.5224,63.2958,16.2217,9.5401,30.1810,12.4197,122.5830,0.007839,107.4723,0
2024-01-15T00:22:40Z,42.4978,60.0729,14.7081,8.0651,45.4048,13.1014,134.3190,0.004570,77.3807,0
2024-01-15T00:22:50Z,31.4242,55.8898,17.4672,9.9937,42.4671,12.9031,117.3219,0.018324,100.8874,0
2024-01-15T00:23:00Z,43.4909,56.8750,15.0846,9.1121,30.0238,13.7823,128.6301,0.015181,76.7479,0
2024-01-15T00:23:10Z,35.7062,59.8532,16.5124,2.0392,38.9014,9.1860,124.7523,0.003019,83.9764,0
2024-01-15T00:23:20Z,37.5201,57.0673,15.6612,6.2144,38.7960,7.8038,130.3264,0.001923,77.7614,0
2024-01-15T00:23:30Z,38.8669,57.2586,13.2849,8.4071,31.2068,10.5734,114.8779,0.010680,74.9835,0
2024-01-15T00:23:40Z,33.5561,57.2033,16.9258,8.3626,57.9782,13.8173,98.3167,0.008549,68.9514,0
2024-01-15T00:23:50Z,36.5744,57.5767,17.6284,8.7719,24.2665,11.2385,132.7925,0.002912,103.2165,0
2024-01-15T00:24:00Z,41.5126,54.7446,18.4651,7.6151,21.8258,12.1061,110.5207,0.008914,79.1271,0
2024-01-15T00:24:10Z,35.6248,58.2328,11.6152,7.6465,42.9467,10.6372,121.1700,0.005789,70.4988,0
2024-01-15T00:24:20Z,36.7732,57.2986,16.9154,6.6408,46.4093,11.9721,152.5960,0.008479,99.0376,0
2024-01-15T00:24:30Z,40.9029,58.0284,10.7061,9.0617,38.7020,7.9192,117.6277,0.011821,81.2139,0
2024-01-15T00:24:40Z,34.4062,58.8059,11.2701,6.8821,31.5910,5.3999,116.8208,0.016112,63.5327,0
2024-01-15T00:24:50Z,34.9534,55.2807,13.1644,10.4682,48.5346,9.0321,128.7109,0.006393,75.5839,0
2024-01-15T00:25:00Z,21.9087,59.9633,13.5181,12.3457,35.9140,12.0848,135.3131,0.005621,93.0911,0
2024-01-15T00:25:10Z,34.5137,54.2389,9.7241,7.2175,46.6962,15.4422,133.7272,0.017574,61.5204,0
2024-01-15T00:25:20Z,44.1527,54.7697,15.9698,5.7047,43.8750,13.3882,140.1887,0.016770,98.8029,0
2024-01-15T00:25:30Z,38.8205,57.9226,11.4141,7.3523,37.8027,7.6840,165.6981,0.008813,62.0284,0
2024-01-15T00:25:40Z,38.6643,55.6245,19.2374,7.5048,28.5132,13.4004,117.4638,0.018499,84.0514,0
2024-01-15T00:25:50Z,30.7956,59.8096,14.3281,8.5718,38.5628,13.2290,133.0521,0.012255,91.3822,0
2024-01-15T00:26:00Z,31.0825,62.5737,19.5831,5.6277,39.9568,16.2596,124.1463,0.009188,73.9643,0
2024-01-15T00:26:10Z,43.6855,60.2073,21.2363,9.6607,49.6688,11.2496,115.7130,0.013536,63.8565,0
2024-01-15T00:26:20Z,39.3673,56.8820,12.5201,5.9640,32.0529,7.8363,116.8131,0.013572,58.9308,0
2024-01-15T00:26:30Z,37.9708,60.0492,14.0730,9.0241,28.5511,11.6571,132.9509,0.015004,85.9345,0
2024-01-15T00:26:40Z,39.8482,60.6698,13.1701,10.9409,38.4255,6.0720,134.5184,0.009592,66.7647,0
2024-01-15T00:26:50Z,42.5866,54.4376,15.4949,8.0118,43.6099,11.2616,138.8789,0.007172,72.4857,0
2024-01-15T00:27:00Z,40.3318,59.0164,12.7053,7.1877,40.7737,8.4886,117.7002,0.009457,78.8319,0
2024-01-15T00:27:10Z,38.9669,48.9534,14.7324,8.4054,47.2857,15.3309,133.1101,0.015385,65.2706,0
2024-01-15T00:27:20Z,28.5396,55.4561,9.3677,9.7402,38.0855,6.9538,122.7833,0.013775,71.0767,0
2024-01-15T00:27:30Z,36.5865,59.9769,16.5842,8.1464,33.5459,16.5206,128.5418,0.019974,107.6803,0
2024-01-15T00:27:40Z,39.2774,54.1840,19.6657,6.7447,43.0028,15.3971,126.5890,0.009999,88.7977,0
2024-01-15T00:27:50Z,41.4421,52.8699,16.0935,6.2253,39.3062,10.6456,125.8079,0.018185,78.5505,0
2024-01-15T00:28:00Z,33.1993,61.6505,10.3849,7.3661,35.4715,17.2500,119.6161,0.015508,99.7003,0
2024-01-15T00:28:10Z,37.2309,56.1318,10.4758,10.2373,41.5125,17.1316,126.2168,0.011074,60.5716,0
2024-01-15T00:28:20Z,35.4369,55.9306,12.1256,5.9843,42.4521,10.5743,128.7970,0.234486,86.8580,1
2024-01-15T00:28:30Z,37.3295,55.1301,16.0535,5.2500,39.8742,6.2654,133.3697,0.008893,56.7726,0
2024-01-15T00:28:40Z,21.6824,52.9030,12.1092,8.2635,48.5498,11.1052,117.6800,0.008701,66.4513,0
2024-01-15T00:28:50Z,29.1525,57.6597,12.7815,3.0013,41.9940,11.5421,138.3193,0.023250,64.6899,0
2024-01-15T00:29:00Z,36.0147,52.4832,11.5783,8.1579,22.6549,9.4016,128.6369,0.005946,63.1889,0
2024-01-15T00:29:10Z,35.3850,54.7276,16.6983,8.1626,35.5447,19.2199,136.6671,0.019981,96.2236,0
2024-01-15T00:29:20Z,38.1330,54.8331,16.1224,6.5964,34.1082,11.0927,142.9253,0.015207,80.3258,0
2024-01-15T00:29:30Z,39.8194,57.2580,17.1588,9.4476,44.2179,7.5318,132.8777,0.018393,109.4691,0
2024-01-15T00:29:40Z,42.2036,60.5905,17.4947,6.4509,32.1397,7.9140,128.4257,0.013987,103.9153,0
2024-01-15T00:29:50Z,41.3529,57.4950,19.8843,8.3251,38.2182,14.7486,125.4573,0.016096,1732.1396,1
2024-01-15T00:30:00Z,41.5019,61.5520,16.7236,6.8111,46.5493,12.5891,112.1002,0.003089,71.5917,0
2024-01-15T00:30:10Z,43.0176,50.7484,14.0421,9.5757,47.0769,11.2196,148.5035,0.006065,101.2542,0
2024-01-15T00:30:20Z,38.1341,56.4840,13.6945,9.4280,37.6029,10.2521,119.6172,0.005419,66.8654,0
2024-01-15T00:30:30Z,41.2730,55.8995,15.7839,10.2636,38.9534,12.3231,130.1557,0.005952,90.9023,0
2024-01-15T00:30:40Z,35.1653,60.4801,12.9045,7.3115,36.2684,13.7013,125.1454,0.005134,92.2691,0
2024-01-15T00:30:50Z,44.7723,60.9284,11.6679,6.9543,29.3785,14.6742,127.2422,0.012288,117.0492,0
2024-01-15T00:31:00Z,23.9751,59.5335,11.7280,10.2194,51.4926,9.3700,136.7857,0.001150,81.6866,0
2024-01-15T00:31:10Z,30.8587,57.8858,11.4373,6.1342,38.6649,13.2702,128.4216,0.015129,51.4938,0
2024-01-15T00:31:20Z,35.4884,56.6337,16.9774,6.2891,34.6098,7.6837,109.5479,0.010751,75.2195,0
2024-01-15T00:31:30Z,38.9936,53.7232,16.9586,5.2123,35.6822,11.7750,132.9205,0.009989,81.1653,0
2024-01-15T00:31:40Z,43.1497,58.4610,13.8514,5.6238,55.7561,14.3503,142.2788,0.009508,77.8177,0
2024-01-15T00:31:50Z,41.5260,54.0214,11.2337,9.8874,38.2518,14.5394,124.1924,0.014223,72.7332,0
2024-01-15T00:32:00Z,48.4098,55.7221,18.9922,10.9431,58.4781,18.3960,127.0489,0.011625,108.2123,0
2024-01-15T00:32:10Z,37.2327,60.4133,14.5493,7.5945,31.7532,10.4269,136.1605,0.007185,82.1328,0
2024-01-15T00:32:20Z,44.5445,53.5011,19.3178,8.5908,25.9140,7.3476,136.9380,0.007618,98.3654,0
2024-01-15T00:32:30Z,41.2878,54.2563,9.6304,8.0199,42.4052,8.5341,135.9681,0.010238,54.0603,0
2024-01-15T00:32:40Z,42.2006,57.0411,18.4006,6.6860,27.8319,9.5849,134.4274,0.006657,111.1565,0
2024-01-15T00:32:50Z,28.3468,55.0812,16.2438,5.4914,36.2645,11.8273,125.2432,0.389718,62.7726,1
2024-01-15T00:33:00Z,34.4238,52.5161,13.6969,9.8848,44.6012,14.3505,131.7937,0.004339,87.4151,0
2024-01-15T00:33:10Z,35.1735,59.4487,8.7475,3.1552,31.9891,10.4933,129.6469,0.010151,90.1039,0
2024-01-15T00:33:20Z,47.1798,54.4444,19.0273,9.7628,42.3108,14.2082,125.3234,0.003971,86.7889,0
2024-01-15T00:33:30Z,36.3387,56.5678,11.2119,3.9978,42.0843,8.2519,153.4079,0.021708,83.3945,0
2024-01-15T00:33:40Z,53.2402,65.1377,12.7832,8.1969,35.7115,10.7622,142.6237,0.006779,82.3438,0
2024-01-15T00:33:50Z,33.8456,55.7256,16.8070,5.6620,39.2453,18.8910,148.1509,0.000607,85.4688,0
2024-01-15T00:34:00Z,35.1403,59.4684,13.0399,7.4585,43.7831,13.8510,143.8912,0.007378,72.5049,0
2024-01-15T00:34:10Z,40.1366,53.0918,18.8919,5.0838,40.0512,11.0789,124.8060,0.015666,44.7942,0
2024-01-15T00:34:20Z,94.3314,57.3462,15.5095,6.8303,38.2826,8.5874,142.7738,0.006883,76.7193,1
2024-01-15T00:34:30Z,37.3962,54.7423,10.5581,4.7224,48.0462,12.5473,147.5635,0.015926,81.0223,0
2024-01-15T00:34:40Z,33.2952,54.2602,12.4362,6.4639,39.0812,12.0263,130.5913,0.009754,68.1818,0
2024-01-15T00:34:50Z,38.0486,62.7342,15.5907,6.3356,27.1278,13.2041,129.5572,0.012335,84.8456,0
2024-01-15T00:35:00Z,29.7413,56.3696,14.6722,9.9994,34.2971,14.1916,104.2463,0.003958,83.4408,0
2024-01-15T00:35:10Z,46.3238,53.9207,10.1222,8.0533,36.4617,9.2380,140.9534,0.010647,80.7138,0
2024-01-15T00:35:20Z,33.5052,57.3063,15.8306,5.4764,42.2475,10.9542,129.3819,0.009740,87.2481,0
2024-01-15T00:35:30Z,48.6271,56.3987,15.1420,12.0706,48.2124,15.1153,124.7289,0.021248,87.0771,0
2024-01-15T00:35:40Z,45.3308,56.3684,15.0671,4.8415,37.4305,12.7160,136.2772,0.013161,87.5532,0
2024-01-15T00:35:50Z,34.6143,54.8618,19.3865,11.8104,58.4124,11.4285,120.8247,0.011640,79.1995,0
2024-01-15T00:36:00Z,41.3237,55.0228,15.8896,3.0571,29.0154,15.1252,140.3677,0.010739,97.4034,0
2024-01-15T00:36:10Z,38.6584,60.3317,13.8470,6.7429,29.3672,15.5761,139.6922,0.012350,57.3681,0
2024-01-15T00:36:20Z,43.4110,61.2682,11.7198,5.5538,38.4552,13.3009,141.2106,0.010140,72.4230,0
2024-01-15T00:36:30Z,42.0210,58.6340,18.0245,6.0719,37.2376,14.7660,134.2224,0.015629,91.1786,0
2024-01-15T00:36:40Z,35.8627,59.0350,14.0387,8.5453,54.1219,8.2099,145.6494,0.009110,87.1082,0
2024-01-15T00:36:50Z,43.2839,56.2960,18.3183,9.9695,43.3078,8.9634,138.2757,0.013371,85.3083,0
2024-01-15T00:37:00Z,34.2737,54.5630,15.4788,8.8962,33.4321,18.8875,125.9867,0.016049,84.4702,0
